-0.8633 -2.2381 1
-1.4543 -3.1064 1
-0.0874 -2.6917 1
-1.6625 -0.6283 1
-1.1745 0.4772 1
-1.3027 -0.7590 1
1.0076 -2.1033 1
-1.1743 -0.8322 1
0.8471 -2.4394 1
-0.1869 0.5390 1
0.1124 -0.1454 1
-0.1866 -0.9776 1
-1.1136 -0.4292 1
1.9153 -2.2906 1
-0.2464 -2.7174 1
-2.0276 -0.2529 1
-1.5835 -0.9216 1
-0.3794 -0.7726 1
0.1185 -1.1496 1
-1.6768 -1.6991 1
-0.8672 -0.0608 1
-1.7609 -1.3457 1
-0.3666 -0.3844 1
-1.4299 -1.6200 1
-0.7273 -1.5613 1
-2.4338 0.0902 1
0.0509 -2.1014 1
-0.2366 0.1156 1
-0.5654 -1.8009 1
-0.6917 -1.3471 1
0.7729 -1.7359 1
-1.1670 -0.4190 1
-0.1841 -2.4918 1
-0.5173 0.2573 1
-2.1115 -3.3495 1
-1.3600 1.0844 1
-2.4714 -0.5130 1
-0.0261 -0.3550 1
-0.1981 -1.1517 1
-0.3500 -0.6801 1
-1.4641 -1.1937 1
-1.0442 0.4051 1
-0.8613 -1.1053 1
-1.5977 -0.6796 1
-1.4282 -0.4508 1
-0.0199 -0.1144 1
-0.0224 -0.6909 1
0.2762 0.1834 1
-1.3181 -0.3561 1
-2.2413 -1.4801 1
0.2496 0.0583 0
2.2811 -0.9421 0
-0.4757 0.2966 0
1.4737 -0.0072 0
2.8656 1.7301 0
0.7957 0.3679 0
3.2296 1.1652 0
0.8409 1.4969 0
0.9832 2.9417 0
0.4013 1.0231 0
-0.0856 1.8048 0
1.5436 2.2498 0
1.1675 1.6731 0
1.7785 1.8968 0
3.5355 0.7846 0
2.5181 -0.3137 0
-0.9364 0.2026 0
0.1872 1.0785 0
0.1751 1.1623 0
1.0430 -0.4124 0
2.6217 -0.1125 0
1.7417 1.2062 0
0.7710 0.0078 0
0.8106 0.6436 0
0.2927 0.9133 0
2.0712 0.2499 0
1.5067 0.5350 0
0.9719 1.4813 0
2.0108 1.6062 0
0.7968 1.3461 0
1.1996 1.5186 0
0.1595 1.3091 0
1.4018 0.0526 0
-1.2989 1.2730 0
-0.3086 1.7377 0
0.4057 0.8859 0
-2.2073 2.3274 0
-0.1647 0.1527 0
1.5988 -0.4028 0
-0.4080 0.6700 0
3.1917 1.0294 0
1.2263 0.1914 0
1.2455 1.2501 0
0.9432 0.7976 0
1.9618 0.3759 0
0.6589 0.6555 0
1.6299 1.7431 0
2.1298 0.4551 0
2.5098 1.8009 0
2.2547 -0.0484 0
